,id,building_id,last_updated,first_updated,device,network_device,objectId,name,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,state_text,equip_id
106,197441,129,1570161300000.0,1554264300000.0,,,,,Line 1 Steam Consumption_value,kWh,,16,0.0,Electric Consumption,178,14,3935e12cd8e065385609b93b86957d1e,nyserda+0000103083+meter1-steam+Line 1 Steam Consumption_value,,17905
107,197442,129,1570161300000.0,1554264300000.0,,,,,Line 2 Steam Consumption_value,kWh,,16,96.3,Electric Consumption,178,14,8d3c090e47d9039090036c0121486adf,nyserda+0000103083+meter2-steam+Line 2 Steam Consumption_value,,17906
108,197443,129,1570161300000.0,1554264300000.0,,,,,Line 3 Steam Consumption_value,kWh,,16,0.0,Electric Consumption,178,14,735f22420477953db8c0812717062225,nyserda+0000103083+meter3-steam+Line 3 Steam Consumption_value,,17907
109,197557,132,1566525600000.0,1534957200000.0,,,,,Main Power,kWh,,16,0.36,Electric Consumption,178,14,2a161aef995ee07ca5d570b3eed7adc7,nyserda+0000094415+meter-site+Main Power,,17922
110,197842,135,1577466000000.0,1546318800000.0,,,,,446225112500033 (kWh),kWh,,16,9.72,Electric Consumption,178,14,0918ef259b446c96cace6bdee42a4706,nyserda+0000092332+meter-site+446225112500033 (kWh),,18059
111,197985,137,1576039500000.0,1483247700000.0,,,,,meter_kwh,kWh,,16,25.32,Electric Consumption,178,14,7b30508401a370c9d9649617c0da77bf,nyserda+0000092406+meter-site+meter_kwh,,18076
112,198114,139,1583038740000.0,1556683200000.0,,,,,Whole Building (AcquiLite)_kwh,kWh,,16,0.8,Electric Consumption,178,14,42526b52091a1fbe7c08116a515a716c,nyserda+0000114402+meter-site+Whole Building (AcquiLite)_kwh,,18087
113,198950,146,1577853900000.0,1544850000000.0,,,,,Meter Data Elec Meter Electric Meter 1,kWh,,16,128.01,Electric Consumption,178,14,7c94f2498b18b8a4a308e8cb791c99f0,nyserda+0000092485+elecMeter1+Meter Data Elec Meter Electric Meter 1,,18201
114,198951,146,1577853900000.0,1544850000000.0,,,,,Meter Data Elec Meter Electric Meter 2,kWh,,16,204.01,Electric Consumption,178,14,109ecb05ae0f7e8ddd87de3b107151a4,nyserda+0000092485+elecMeter2+Meter Data Elec Meter Electric Meter 2,,18202
115,199029,146,1577853900000.0,1544850000000.0,,,,,Meter Data Elec Meter Steam Meter 1,kWh,,16,699.98,Electric Consumption,178,14,ba04020265793dcce9de519da5b3a0cf,nyserda+0000092485+steamMeter1+Meter Data Elec Meter Steam Meter 1,,18208
116,199030,146,1577853900000.0,1544850000000.0,,,,,Meter Data Elec Meter Steam Meter 2,kWh,,16,0,Electric Consumption,178,14,335e86a3656482c62e4ff3ed005bb005,nyserda+0000092485+steamMeter2+Meter Data Elec Meter Steam Meter 2,,18209
117,199033,147,1562119200000.0,1530630000000.0,,,,,Main Power,kWh,,16,0.29,Electric Consumption,178,14,2a1c6cc02205b8fc4dd991b2b72d50b4,nyserda+0000094422+meter-site+Main Power,,18211
118,199052,148,1538442900000.0,1538366400000.0,,,,,Selfhelp 6469 Broadway Meters Electric Meter Dmarc,kWh,,16,20865.09,Electric Consumption,178,14,d877bed615330c3dba733b58f65f7cce,nyserda+0000089097+meter-electric+Selfhelp 6469 Broadway Meters Electric Meter Dmarc,,18216
119,199053,148,1546317900000.0,1530417600000.0,,,,,Selfhelp 6469 Broadway Meters Gas Meter Dmarc,kWh,,16,902.19,Electric Consumption,178,14,15f2c20634dd15c83a16559aba2b3d8e,nyserda+0000089097+meter-gas+Selfhelp 6469 Broadway Meters Gas Meter Dmarc,,18217
120,199120,151,1535220000000.0,1534946400000.0,,,,,Main Power,kWh,,16,2.86,Electric Consumption,178,14,6b57377be96196adf2f7a628402bbcfe,nyserda+0000094395+meter-site+Main Power,,18235
121,199190,155,1566871200000.0,1535400000000.0,,,,,Lighting Zone Controlled 1,kWh,,16,0.0,Electric Consumption,178,14,a8e7ec4ec234d2545b7dcdff233482bf,nyserda+0000108238+meter-lightingZone1+Lighting Zone Controlled 1,,18255
122,199191,155,1566871200000.0,1535400000000.0,,,,,Lighting Zone Controlled 2,kWh,,16,0.0,Electric Consumption,178,14,08126e6366c01c7b00405a2092b52438,nyserda+0000108238+meter-lightingZone2+Lighting Zone Controlled 2,,18256
123,199192,155,1566871200000.0,1535400000000.0,,,,,Lighting Zone Controlled 3,kWh,,16,0.0,Electric Consumption,178,14,146f97bb122369020cd70f056b202036,nyserda+0000108238+meter-lightingZone3+Lighting Zone Controlled 3,,18257
124,199193,155,1566871200000.0,1535400000000.0,,,,,Lighting Zone Controlled 4,kWh,,16,0.0,Electric Consumption,178,14,ab0dca69c68fa968d25d113f0a3c993b,nyserda+0000108238+meter-lightingZone4+Lighting Zone Controlled 4,,18258
125,199194,155,1566871200000.0,1535400000000.0,,,,,Main Power,kWh,,16,0.0,Electric Consumption,178,14,96fd869f9ce7f63186a85ce77ea5fccd,nyserda+0000108238+meter-site+Main Power,,18259
126,199219,157,1570021200000.0,1512511200000.0,,,,,Main Power,kWh,,16,17286.0,Electric Consumption,178,14,d8bfe67fb493349a306b33ab12214d1b,nyserda+0000079791+Site-Sensor+Main Power,,18267
127,199222,157,1570021200000.0,1512511200000.0,,,,,Mug Frosters,kWh,,16,0.0,Electric Consumption,178,14,ddd65d496b6d7ac16df3c6ab19c60fbf,nyserda+0000079791+meter1-mugFroster1+Mug Frosters,,18269
128,199223,157,1570021200000.0,1512511200000.0,,,,,Mug Froster 2,kWh,,16,0.0,Electric Consumption,178,14,78e538ba5a93f7e4b5dbf5456e3759af,nyserda+0000079791+meter2-mugFroster2+Mug Froster 2,,18270
129,199224,157,1570021200000.0,1512511200000.0,,,,,Walk In Cooler Meat,kWh,,16,1388.0,Electric Consumption,178,14,dddc3a7e74735bfa2b2b2d311809c9c6,nyserda+0000079791+meter5-walkInCooler-meat+Walk In Cooler Meat,,18271
130,199225,157,1570021200000.0,1512511200000.0,,,,,Walk In Cooler Produce,kWh,,16,905.0,Electric Consumption,178,14,8d8a9ca454831093bbd3d032b5f1b8c8,nyserda+0000079791+meter6-walkInCooler-produce+Walk In Cooler Produce,,18272
131,199226,157,1570021200000.0,1512511200000.0,,,,,Walk In Freezer,kWh,,16,241.0,Electric Consumption,178,14,6dd3184b75a3fa0c2aa41fd3fb26719c,nyserda+0000079791+meter7-walkinFreezer+Walk In Freezer,,18273
132,199254,158,1583038801000.0,1556683200000.0,,,,,Whole Building (AcquiLite)_kWh,kWh,,16,5.05,Electric Consumption,178,14,08b98e1d846a2782febc965b301c1401,nyserda+0000114403+meter-site+Whole Building (AcquiLite)_kWh,,18280
133,199281,160,1569290400000.0,1537808400000.0,,,,,Front Sales,kWh,,16,0.04,Electric Consumption,178,14,e47ecfdfad3a57584967b4c420d8b75b,nyserda+0000108224+meter-site+Front Sales,,18289
134,199282,160,1569290400000.0,1537808400000.0,,,,,Stock Lights,kWh,,16,0.22,Electric Consumption,178,14,4303964e086d172175f6d1833d345a9f,nyserda+0000108224+meter-site+Stock Lights,,18289
135,200594,164,1570021200000.0,1512417600000.0,,,,,Main Power,kWh,,16,12416.0,Electric Consumption,178,14,36064263c42af7f45660085a525d1d60,nyserda+0000080409+Site-Sensor+Main Power,,18489
136,200597,164,1570021200000.0,1512417600000.0,,,,,Mug Frosters,kWh,,16,413.0,Electric Consumption,178,14,b6822940a54801e54e06ad52fcc488eb,nyserda+0000080409+meter1-mugFrosters+Mug Frosters,,18491
137,200598,164,1570021200000.0,1512417600000.0,,,,,Walk In Cooler Meat,kWh,,16,314.0,Electric Consumption,178,14,1fd8f3eba22779fc244e13e6618f43d7,nyserda+0000080409+meter2-walkInCooler-meat+Walk In Cooler Meat,,18492
138,200599,164,1570021200000.0,1512417600000.0,,,,,Walk In Cooler Produce,kWh,,16,527.0,Electric Consumption,178,14,18f35675b011138ccf0086b97e2b4e21,nyserda+0000080409+meter3-walkInCooler-produce+Walk In Cooler Produce,,18493
139,200600,164,1570021200000.0,1512417600000.0,,,,,Cooler / Freezer Combo,kWh,,16,503.0,Electric Consumption,178,14,9892aab70d713d5d81698e0b3dac71c4,nyserda+0000080409+meter4-walkInFreezer+Cooler / Freezer Combo,,18494
140,200601,164,1570021200000.0,1512417600000.0,,,,,Walk In Freezer,kWh,,16,187.0,Electric Consumption,178,14,8ef1ebb90c221be71973c6245a813074,nyserda+0000080409+meter4-walkInFreezer+Walk In Freezer,,18494
141,200602,164,1570021200000.0,1512417600000.0,,,,,Heat Lamps Pass Thru,kWh,,16,0.0,Electric Consumption,178,14,9647f23b5b42da960fe8a256e02039ce,nyserda+0000080409+meter9-heatLamp+Heat Lamps Pass Thru,,18495
142,201005,170,1538366400000.0,1535774400000.0,,,,,Selfhelp K4 Meters Electric Meter Dmarc,kWh,,16,38700.0,Electric Consumption,178,14,67ff163f31fd9d0d0545d1471e6c8ebd,nyserda+0000089091+meter-electric+Selfhelp K4 Meters Electric Meter Dmarc,,18550
143,201006,170,1543640400000.0,1535774400000.0,,,,,Selfhelp K4 Meters Gas Meter Dmarc,kWh,,16,132681.0,Electric Consumption,178,14,f65eb25c8fd95ee27bdb163e3b1464e3,nyserda+0000089091+meter-gas+Selfhelp K4 Meters Gas Meter Dmarc,,18551
144,201043,172,1563328800000.0,1531774800000.0,,,,,Main Power,kWh,,16,0.16,Electric Consumption,178,14,aad4aad868702cdbeb2f37f1a8b6e325,nyserda+0000094408+meter-site+Main Power,,18559
145,201055,173,1550804400000.0,1534957200000.0,,,,,Main Power,kWh,,16,3.71,Electric Consumption,178,14,234c4d512a76accd88e2e6654e723c5d,nyserda+0000094399+meter-site+Main Power,,18563
146,201303,175,1562119200000.0,1530630000000.0,,,,,Main Power,kWh,,16,10.35,Electric Consumption,178,14,538e6a2358a6414fae676106e7aacdad,nyserda+0000094418+meter-site+Main Power,,18591
147,201323,176,1577466000000.0,1546318800000.0,,,,494061081200003 (kWh),494061081200003 (kWh),kWh,kwh,16,23.16,Electric Consumption,178,14,f1ee3a6c9d0a84f96b185f9f84d378d2,nyserda+0000090367+meter-electric+494061081200003 (kWh),,36563
148,201326,177,1568944800000.0,1537416000000.0,,,,,Main Power,kWh,,16,6.38,Electric Consumption,178,14,56b8d1f33378bc7d02c169f41840cb78,nyserda+0000108237+meter-site+Main Power,,18599
149,201363,179,1570021200000.0,1509991200000.0,,,,,Main Power,kWh,,16,12696.0,Electric Consumption,178,14,c76bb08ab4cdb57951dbe5ba19a28f42,nyserda+0000079792+Site-Sensor+Main Power,,18606
150,201368,179,1570021200000.0,1509991200000.0,,,,,Mug Froster 2Door,kWh,,16,0.0,Electric Consumption,178,14,9cd1dfa205ac35ca46828251ad9b23e3,nyserda+0000079792+meter2-mugFroster2+Mug Froster 2Door,,18607
151,201369,179,1570021200000.0,1509991200000.0,,,,,Refrig Draw Middle Left,kWh,,16,0.0,Electric Consumption,178,14,135d7d709d7543e55b0d85370d623cd9,nyserda+0000079792+meter4-refrigeratedDrawers+Refrig Draw Middle Left,,18608
152,201370,179,1570021200000.0,1509991200000.0,,,,,Refrig Draw Middle Right,kWh,,16,0.0,Electric Consumption,178,14,7df6477dbeecd378fd40af79c10d1ac2,nyserda+0000079792+meter4-refrigeratedDrawers+Refrig Draw Middle Right,,18608
153,201371,179,1570021200000.0,1509991200000.0,,,,,Walk In Cooler Meat,kWh,,16,166.0,Electric Consumption,178,14,b757c139ee1ddd4b5123e68353e66f86,nyserda+0000079792+meter5-walkInCooler-meat+Walk In Cooler Meat,,18609
154,201372,179,1570021200000.0,1509991200000.0,,,,,Walk In Cooler Produce,kWh,,16,692.0,Electric Consumption,178,14,c843e0f550fe0611446354a9a1029b98,nyserda+0000079792+meter6-walkInCooler-produce+Walk In Cooler Produce,,18610
155,201373,179,1570021200000.0,1509991200000.0,,,,,Walk in Freezer,kWh,,16,792.0,Electric Consumption,178,14,3474c0a30d3a6b110a4ab253b5aaa291,nyserda+0000079792+meter7-walkInFreezer+Walk in Freezer,,18611
156,203559,191,1562119200000.0,1530561600000.0,,,,,Main Power,kWh,,16,0.52,Electric Consumption,178,14,3ea0ebfb27267b0eb8156794bfec3d09,nyserda+0000094414+meter-site+Main Power,,18920
157,203621,194,1544418000000.0,1483247700000.0,,,,,kWh,kWh,,16,858.0,Electric Consumption,178,14,52e1cc9eaf9d16db2687c040835604f1,nyserda+0000086988+meter-site+kWh,,18933
158,204541,205,1583038740000.0,1556683200000.0,,,,,Whole Building (AcquiLite)_kWh,kWh,,16,0.35,Electric Consumption,178,14,25f50c8dc6dde63fca6d676901ba8f31,nyserda+0000114400+meter-site+Whole Building (AcquiLite)_kWh,,19050
159,204553,206,1546318800000.0,1530417600000.0,,,,,Selfhelp K3 Meters Electric Meter Dmarc,kWh,,16,113672.5,Electric Consumption,178,14,a9613be198b2f46844a8979c9e9eac80,nyserda+0000089090+meter-electric+Selfhelp K3 Meters Electric Meter Dmarc,,19060
160,204658,210,1564711200000.0,1533096000000.0,,,,,Main Power,kWh,,16,0.13,Electric Consumption,178,14,50504893d717cccc73bd8e640a233982,nyserda+0000094406+meter-site+Main Power,,19111
161,205078,217,1639180200000.0,1575954000000.0,,,,Total Electric Consumption value,Total Electric Consumption_value,,kwh,16,5757.0,Electric Consumption,178,14,4e7a8e7ccfadcf8537ac1fc75462ec25,nyserda+0000130079+Site-Virtual+Total Electric Consumption_value,,32386
162,205080,217,1639180200000.0,1575954000000.0,,,,Electric Meter 1 Consumption value,Electric Meter 1 Consumption_value,kWh,kwh,16,3690.0,Electric Consumption,178,14,404ba885a322f3734f0b7c9b4b321ba7,nyserda+0000130079+meter1-site+Electric Meter 1 Consumption_value,,32384
163,205081,217,1639180200000.0,1575954000000.0,,,,Electric Meter 2 Consumption value,Electric Meter 2 Consumption_value,kWh,kwh,16,2067.0,Electric Consumption,178,14,ba6d21d509c7d360bf6f793200845ef3,nyserda+0000130079+meter2-site+Electric Meter 2 Consumption_value,,32385
164,205155,220,1563242400000.0,1531749600000.0,,,,,Main Power,kWh,,16,1.83,Electric Consumption,178,14,218d5e71a0f2be66fe1d5ac8622c4873,nyserda+0000094407+meter-site+Main Power,,19253
165,205627,225,1562205600000.0,1530630000000.0,,,,,Main Power,kWh,,16,0.10,Electric Consumption,178,14,3a8f2bffe7b76ecff65d4b3cf7ea30e3,nyserda+0000094404+meter-site+Main Power,,19288
166,205654,226,1568944800000.0,1537416000000.0,,,,,Main Power,kWh,,16,0.0,Electric Consumption,178,14,b268111db5311340453db0ce33ac0c47,nyserda+0000108226+meter-site+Main Power,,19294
167,207778,236,1567994400000.0,1536465600000.0,,,,,Lighting Panel,kWh,,16,1.60,Electric Consumption,178,14,fecd9a0aa785a7115226e5543527c564,nyserda+0000108230+elecPanel+Lighting Panel,,19549
168,207779,236,1567994400000.0,1536465600000.0,,,,,Main Power,kWh,,16,1.60,Electric Consumption,178,14,d1d4f523001b9f5aa5468d1f97a684d6,nyserda+0000108230+meter-site+Main Power,,19550
169,208337,248,1570680000000.0,1554783300000.0,,,,,494171206620025 (kWh),kWh,,16,19.44,Electric Consumption,178,14,93e5c9fa4ea02ba441e44f286cd24f30,nyserda+0000116742+meter494171206620025+494171206620025 (kWh),,19646
170,208338,248,1570680000000.0,1554783300000.0,,,,,8508235 (kWh),kWh,,16,19.44,Electric Consumption,178,14,234ec5ac177c3c39e2e6ae6e3ad92e03,nyserda+0000116742+meter8508235+8508235 (kWh),,19647
171,208353,249,1591632000000.0,1546318800000.0,,,,471031119000011 (kWh),471031119000011 (kWh),kWh,kwh,16,16.41,Electric Consumption,178,14,48de2a9d95fe22147414dbbceac08800,nyserda+0000090366+meter471031119000011+471031119000011 (kWh),,19652
172,208354,250,1566792000000.0,1551071700000.0,,,,,491721210110000 (kWh),kWh,,16,135.36,Electric Consumption,178,14,22b4dce2decccef6d3973935281b1235,nyserda+0000089763+meter491721210110000-site+491721210110000 (kWh),,19653
173,208355,250,1566792000000.0,1551071700000.0,,,,,8939314 (kWh),kWh,,16,59.76,Electric Consumption,178,14,3e70b652f4eb11b4acf036c50efbbed4,nyserda+0000089763+meter8939314-site+8939314 (kWh),,19654
174,208356,250,1566792000000.0,1551071700000.0,,,,,8939318 (kWh),kWh,,16,75.6,Electric Consumption,178,14,9d018eb027cda283b37817cfe39a6c8b,nyserda+0000089763+meter8939318-site+8939318 (kWh),,19655
175,208465,252,1566525600000.0,1534950000000.0,,,,,Main Power,kWh,,16,1.36,Electric Consumption,178,14,e49f496f2ba04268183857ac0893a544,nyserda+0000094403+meter-site+Main Power,,19688
176,208485,253,1547613900000.0,1530417600000.0,,,,,Selfhelp K6 Meters Electric Dmarc,kWh,,16,59743.23,Electric Consumption,178,14,b3810c87738f8acbafdb2567bfdda139,nyserda+0000089094+meter-electric+Selfhelp K6 Meters Electric Dmarc,,19694
177,208486,253,1547613900000.0,1530417600000.0,,,,,Selfhelp K6 Meters Gas Meter Dmarc,kWh,,16,15729.31,Electric Consumption,178,14,d6e527426a30b7ffdaca4e1e7ef1d5af,nyserda+0000089094+meter-gas+Selfhelp K6 Meters Gas Meter Dmarc,,19695
178,210646,260,1567908000000.0,1536379200000.0,,,,,Main Power,kWh,,16,0.35,Electric Consumption,178,14,5edec444ec63dee3fa57a4f1b6b98280,nyserda+0000108227+meter-site+Main Power,,20059
179,210766,264,1574218800000.0,1542816000000.0,,,,,Main Power,kWh,,16,0.84,Electric Consumption,178,14,adc8e5137119877945322dfed533a861,nyserda+0000108229+meter-site+Main Power,,20077
180,210767,264,1574218800000.0,1542816000000.0,,,,,SiteSage Controlled Lights,kWh,,16,0.0,Electric Consumption,178,14,483b07fee1b847211ec84ebf1c978db0,nyserda+0000108229+meter-site+SiteSage Controlled Lights,,20077
181,210768,264,1574218800000.0,1542816000000.0,,,,,Non Controlled Lights,kWh,,16,0.84,Electric Consumption,178,14,0df9a62a0186035f84af90f667708f8f,nyserda+0000108229+meter-site+Non Controlled Lights,,20077
182,210781,265,1588651201000.0,1569297600000.0,,,,,Whole Building (AcquiLite),kWh,,16,11.0,Electric Consumption,178,14,81552f3946f96146505c27d446d81854,nyserda+0000095843+Site-Sensor+Whole Building (AcquiLite),,20080
183,211113,274,1568944800000.0,1537416000000.0,,,,,Main Power,kWh,,16,6.38,Electric Consumption,178,14,c03c80cb7864acdde1c2093934e73559,nyserda+0000108236+meter-site+Main Power,,20130
184,211154,275,1588218300000.0,1572321600000.0,,,,,Switchboard A Consumption_value,kWh,,16,2516.0,Electric Consumption,178,14,ebec0b1850e0b4561f10c9d698586d2e,nyserda+0000118981+meterA+Switchboard A Consumption_value,,20138
185,211155,275,1588218300000.0,1572321600000.0,,,,,Switchboard B Consumption_value,kWh,,16,5972.0,Electric Consumption,178,14,0ef1e658fa74b41347a1d149439a7ca8,nyserda+0000118981+meterB+Switchboard B Consumption_value,,20139
186,211156,275,1588218300000.0,1572321600000.0,,,,,Switchboard C Consumption_value,kWh,,16,6014.0,Electric Consumption,178,14,358c3ce9cdf784b620a044a44f35cc92,nyserda+0000118981+meterC+Switchboard C Consumption_value,,20140
187,211157,275,1588218300000.0,1572321600000.0,,,,,Switchboard D Consumption_value,kWh,,16,20038.0,Electric Consumption,178,14,642a6b081c08dcf4e90f0dda5c928725,nyserda+0000118981+meterD+Switchboard D Consumption_value,,20141
188,212120,277,1563328800000.0,1531760400000.0,,,,,Main Power,kWh,,16,1.00,Electric Consumption,178,14,029106054892d9978d7e9ee9e895c3c2,nyserda+0000094410+meter-site+Main Power,,20238
189,212704,282,1570021200000.0,1513717200000.0,,,,,Main Power,kWh,,16,22723.0,Electric Consumption,178,14,9add5a3d86358d8d50245e13e2397a8b,nyserda+0000080413+Site-Sensor+Main Power,,20271
190,212710,282,1570021200000.0,1513717200000.0,,,,,Mug Froster 1,kWh,,16,0.0,Electric Consumption,178,14,40da961af58793ae69e3362c0741c311,nyserda+0000080413+meter1-mugFrosters+Mug Froster 1,,20272
191,212711,282,1570021200000.0,1513717200000.0,,,,,Mug Froster 2,kWh,,16,0.0,Electric Consumption,178,14,02bc2e86506c53a61a6c775b69c8cdc0,nyserda+0000080413+meter1-mugFrosters+Mug Froster 2,,20272
192,212712,282,1570021200000.0,1513717200000.0,,,,,Heat Lamps 24/26,kWh,,16,0.0,Electric Consumption,178,14,a88692abd22b8725b3c26d62c2c56803,nyserda+0000080413+meter2-heatLamps+Heat Lamps 24/26,,20273
193,212713,282,1570021200000.0,1513717200000.0,,,,,Heat Lamps 38/30,kWh,,16,0.0,Electric Consumption,178,14,e73723ec033a41d6ca0e8c4b231ac4f9,nyserda+0000080413+meter2-heatLamps+Heat Lamps 38/30,,20273
194,212714,282,1570021200000.0,1513717200000.0,,,,,Ref Door 1,kWh,,16,265.0,Electric Consumption,178,14,41238809427f023f99fa335daec13a4f,nyserda+0000080413+meter4-refrigeratedDrawers+Ref Door 1,,20274
195,212715,282,1570021200000.0,1513717200000.0,,,,,Refrig Draw 15,kWh,,16,84.0,Electric Consumption,178,14,1a03a876f2b7d3c9fc9113d0921e5078,nyserda+0000080413+meter4-refrigeratedDrawers+Refrig Draw 15,,20274
196,212716,282,1570021200000.0,1513717200000.0,,,,,Refrig Draw 9,kWh,,16,162.0,Electric Consumption,178,14,0a712428902ac61333c58d4426264416,nyserda+0000080413+meter4-refrigeratedDrawers+Refrig Draw 9,,20274
197,212717,282,1570021200000.0,1513717200000.0,,,,,Walk In Cooler Meat,kWh,,16,549.0,Electric Consumption,178,14,aa9077f44123a4fd2dffa40752169ab2,nyserda+0000080413+meter5-walkInCooler-meat+Walk In Cooler Meat,,20275
198,212718,282,1570021200000.0,1513717200000.0,,,,,Walk In Cooler Produce,kWh,,16,931.0,Electric Consumption,178,14,6a4b308042d29b59a3259669912524df,nyserda+0000080413+meter6-walkInCooler-produce+Walk In Cooler Produce,,20276
199,212719,282,1570021200000.0,1513717200000.0,,,,,Walk In Freezer,kWh,,16,971.0,Electric Consumption,178,14,e278ff4649ef7a95bd4f1d45bd824204,nyserda+0000080413+meter7-walkInFreezer+Walk In Freezer,,20277
200,212872,285,1566525600000.0,1534946400000.0,,,,,Main Power,kWh,,16,1.75,Electric Consumption,178,14,b36448d2e62d36300339ce8d253ce813,nyserda+0000094400+meter-site+Main Power,,20346
201,215042,294,1568080800000.0,1536552000000.0,,,,,Lighting Zone 1 Front,kWh,,16,0.0,Electric Consumption,178,14,6286988ff012cd6948ba7cafd9696f9b,nyserda+0000108223+meter-site+Lighting Zone 1 Front,,20484
202,215043,294,1568080800000.0,1536552000000.0,,,,,Lighting Zone 2 Front,kWh,,16,0.0,Electric Consumption,178,14,30b5eee40f961ae1c1c2e912971d5d3a,nyserda+0000108223+meter-site+Lighting Zone 2 Front,,20484
203,215044,294,1568080800000.0,1536552000000.0,,,,,Lighting Zone 3 Back,kWh,,16,0.0,Electric Consumption,178,14,7296c1737e00b4f1a419921f35aad82c,nyserda+0000108223+meter-site+Lighting Zone 3 Back,,20484
204,215045,294,1568080800000.0,1536552000000.0,,,,,Lighting Zone 4 Middle,kWh,,16,0.0,Electric Consumption,178,14,aeca2681729a7d4c12bfc43dff5930ec,nyserda+0000108223+meter-site+Lighting Zone 4 Middle,,20484
205,215046,294,1568080800000.0,1536552000000.0,,,,,Main Power,kWh,,16,0.0,Electric Consumption,178,14,7a3244e610c0aaa89cdb87b9f5112155,nyserda+0000108223+meter-site+Main Power,,20484
206,215141,297,1563242400000.0,1531749600000.0,,,,,Main Power,kWh,,16,1.82,Electric Consumption,178,14,e806245ee4f6c2848e4a6f60ce9b6066,nyserda+0000094412+meter-site+Main Power,,20512
207,216705,307,1569931200000.0,1513620000000.0,,,,,Main Power,kWh,,16,11204.0,Electric Consumption,178,14,0bcd5722d94a1887e5ba5643fcf92d99,nyserda+0000080412+Site-Sensor+Main Power,,20842
208,216721,307,1569931200000.0,1513620000000.0,,,,,Heat Lamps 1,kWh,,16,0.0,Electric Consumption,178,14,1b370692602e926f4009526f46381d6b,nyserda+0000080412+meter2-heatLamps+Heat Lamps 1,,20844
209,216722,307,1569931200000.0,1513620000000.0,,,,,Heat Lamps 2,kWh,,16,0.0,Electric Consumption,178,14,fd12c2ba4571cf41b7fd7c03af0dbb03,nyserda+0000080412+meter2-heatLamps+Heat Lamps 2,,20844
210,216723,307,1569931200000.0,1513620000000.0,,,,,Heat Lamps 3,kWh,,16,0.0,Electric Consumption,178,14,bbed109a9450e154b976fd44877e4dc4,nyserda+0000080412+meter2-heatLamps+Heat Lamps 3,,20844
211,216724,307,1569931200000.0,1513620000000.0,,,,,Heat Lamps 4,kWh,,16,0.0,Electric Consumption,178,14,e7911e84b2f485c03ff5fdf9f57907e9,nyserda+0000080412+meter2-heatLamps+Heat Lamps 4,,20844
212,216725,307,1569931200000.0,1513620000000.0,,,,,Refrigerated Drawers 1,kWh,,16,0.0,Electric Consumption,178,14,9578cc77b074d541595ba5333b3cfc0b,nyserda+0000080412+meter4-refrigeratedDrawers+Refrigerated Drawers 1,,20845
213,216726,307,1569931200000.0,1513620000000.0,,,,,Refrigerated Drawers 2,kWh,,16,0.0,Electric Consumption,178,14,eb95bfc8a429ab1afd8424de336baf5e,nyserda+0000080412+meter4-refrigeratedDrawers+Refrigerated Drawers 2,,20845
214,216727,307,1569931200000.0,1513620000000.0,,,,,Meat Room,kWh,,16,371.0,Electric Consumption,178,14,3b92d7803f1db7b77253612e2bf17a25,nyserda+0000080412+meter5-walkInCooler-meat+Meat Room,,20846
215,216728,307,1569931200000.0,1513620000000.0,,,,,Production WI,kWh,,16,606.0,Electric Consumption,178,14,133359c12e8c341412bb874d466ed996,nyserda+0000080412+meter6-walkInCooler-produce+Production WI,,20847
216,216729,307,1569931200000.0,1513620000000.0,,,,,WI Freezer,kWh,,16,1963.0,Electric Consumption,178,14,544c8f8f174c9a347760cc7043a9d105,nyserda+0000080412+meter7-walkInFreezer+WI Freezer,,20848
217,217094,316,1553220000000.0,1490209200000.0,,,,,Aquarium 1,kWh,,16,0.03,Electric Consumption,178,14,e9c0d9c85ec90f40e82d815ab5f97f2f,nyserda+0000108232+meter-aquarium1+Aquarium 1,,20909
218,217095,316,1553220000000.0,1490209200000.0,,,,,Aquarium 2,kWh,,16,0.81,Electric Consumption,178,14,5c5cb63a1dcecdf85bd03f36ef6e4e15,nyserda+0000108232+meter-aquarium2+Aquarium 2,,20910
219,217096,316,1553220000000.0,1490209200000.0,,,,,Aquarium 3,kWh,,16,0.0,Electric Consumption,178,14,d370913dc0c478b490f784ce67ebdaa3,nyserda+0000108232+meter-aquarium3+Aquarium 3,,20911
220,217097,316,1553220000000.0,1490209200000.0,,,,,Aquarium 4,kWh,,16,0.0,Electric Consumption,178,14,04906faf6f9261ca833eba65219a22f5,nyserda+0000108232+meter-aquarium4+Aquarium 4,,20912
221,217098,316,1553220000000.0,1490209200000.0,,,,,Aquarium Receptacle,kWh,,16,0.66,Electric Consumption,178,14,db45062b62da2f01e63a7679b510076e,nyserda+0000108232+meter-aquariumReceptable+Aquarium Receptacle,,20913
222,217099,316,1553220000000.0,1490209200000.0,,,,,Aquarium Receptacle.1,kWh,,16,0.79,Electric Consumption,178,14,a1a87a8b59207bae8513dff05a79ffa7,nyserda+0000108232+meter-aquariumReceptable+Aquarium Receptacle.1,,20913
223,217100,316,1553220000000.0,1490198400000.0,,,,,A-2 Bill / JAC,kWh,,16,0.30,Electric Consumption,178,14,d82187640b4472e88307c48816d9c71f,nyserda+0000108232+meter-bill+A-2 Bill / JAC,,20914
224,217101,316,1553220000000.0,1490198400000.0,,,,,B-6 BOH Lights 1,kWh,,16,0.89,Electric Consumption,178,14,19363614f06edbcb99c7363a9b4a52ef,nyserda+0000108232+meter-bohLight1+B-6 BOH Lights 1,,20915
